name,type,square,direction,furnish,totalprice,unitprice,floortype,floors,year,structure,dealdate,other
世纪东方城,3室2厅,158平米,北 南 , 精装,798,50357,高楼层,共18层,2004年,板楼,2016.08.10,/满五年唯一/距7号线南楼梓庄449米
望花路东里,2室1厅,59平米,南 , 精装,295,49823,中楼层,共6层,1985年,板楼,2016.08.10,/房本满两年/南湖中园小学/距14号线 东段阜通250米
兴隆家园,2室1厅,74平米,西南 , 简装,322,43338,高楼层,共24层,2003年,塔楼,2016.08.10,/房本满两年/距八通线高碑店914米
名苑雅居,1室0厅,49平米,北 , 精装,291.5,59056,低楼层,共14层,2005年,板塔结合,2016.08.10,/房本满两年/中科院附属实验学校/距15号线北沙滩873米
后现代城,2室2厅,92平米,东北 , 精装,541,59029,中楼层,共27层,2006年,塔楼,2016.08.10,/满五年唯一/距7号线大郊亭476米
广和南里二条,2室1厅,65平米,南 , 简装,300,46461,高楼层,共15层,1989年,板塔结合,2016.08.10,/房本满两年/距10号线劲松899米
静安里,2室1厅,53平米,南 北 , 简装,299,56108,中楼层,共6层,1981年,板楼,2016.08.10,/房本满两年/距机场线三元桥826米
世安家园,2室1厅,82平米,南 , 精装,427,52003,高楼层,共24层,1999年,塔楼,2016.08.10,/满五年唯一/南湖中园小学/距13号线望京西632米
青年汇佳园,1室0厅,38平米,北 , 精装,220,57895,低楼层,共20层,2006年,塔楼,2016.08.10,/距6号线青年路266米
华贸国际公寓,1室1厅,83平米,西 , 其他,558,67489,低楼层,共26层,2006年,塔楼,2016.08.10,/距1号线大望路482米
绿岛苑西区,3室1厅,119平米,东南 北 , 精装,401,33664,高楼层,共24层,2002年,塔楼,2016.08.10,/满五年唯一/传媒附小/距八通线传媒大学1138米
安贞西里,3室0厅,71平米,南 西 北 , 其他,516,72881,高楼层,共16层,1986年,塔楼,2016.08.10,/距8号线北土城318米
中环南路11号院,1室1厅,51平米,南 北 , 精装,260,50970,高楼层,共6层,1997年,板楼,2016.08.10,/满五年唯一/距14号线 东段阜通560米
棕榈泉国际公寓,3室2厅,181平米,南 北 , 精装,1278,70518,低楼层,共30层,2004年,板塔结合,2016.08.10,/房本满两年/距6号线金台路961米
北苑家园茉藜园,2室1厅,68平米,西南 , 精装,300,44170,低楼层,共26层,2005年,塔楼,2016.08.10,/和平街一中/距5号线立水桥南834米
润枫水尚,1室1厅,69平米,东 西 , 其他,462,67278,中楼层,共14层,2008年,板楼,2016.08.10,/满五年唯一/距6号线青年路616米
国美第一城2号院,3室2厅,139平米,南 北 , 精装,720,51799,低楼层,共27层,2006年,板塔结合,2016.08.10,/满五年唯一
望京西园一区,3室1厅,135平米,南 西 北 , 毛坯,550,40759,低楼层,共28层,1999年,塔楼,2016.08.10,/满五年唯一/白家庄小学望京科技园分校/距15号线望京801米
垂杨柳南里,2室1厅,31平米,南 , 简装,148,48525,低楼层,共6层,1963年,板楼,2016.08.10,/距10号线劲松412米
华严北里9号院,1室1厅,45平米,东南 北 , 简装,279,61671,中楼层,共6层,1986年,板楼,2016.08.10,/中科院附属实验学校/距10号线健德门646米
延静里中街,3室0厅,85平米,南 北 , 简装,335,39370,中楼层,共4层,1958年,板楼,2016.08.10,/满五年唯一/距6号线金台路857米
东湖湾一期,4室2厅,218平米,南 北 , 精装,1690,77658,低楼层,共28层,2008年,板塔结合,2016.08.10,/房本满两年/陈分小学部/距14号线 东段东湖渠595米
北沙滩8号院,2室1厅,69平米,南 , 精装,398,57656,中楼层,共18层,1999年,塔楼,2016.08.10,/房本满两年/距15号线北沙滩698米
富力又一城C区,2室2厅,89平米,南 北 , 精装,373,41910,高楼层,共18层,2010年,板楼,2016.08.10,/房本满两年/芳草地学校富力分校
尚家楼48号院,2室1厅,70平米,西南 , 简装,390,55508,高楼层,共12层,1997年,板塔结合,2016.08.10,/满五年唯一/朝师附小西坝河校区/距机场线三元桥492米
富力又一城A区,2室2厅,123平米,南 北 , 精装,425,34598,低楼层,共25层,2005年,板楼,2016.08.10,/房本满两年/芳草地学校富力分校
望京西园一区,3室2厅,130平米,东 西 , 简装,529,40599,未知楼层,共6层,1997年,板楼,2016.08.10,/白家庄小学望京科技园分校/距15号线望京604米
三里屯SOHO,2室1厅,150平米,西北 , 其他,768,51200,低楼层,共28层,2008年,塔楼,2016.08.10,/距10号线团结湖614米
花家地西里三区,3室2厅,136平米,南 北 , 精装,653,47849,低楼层,共6层,1999年,板楼,2016.08.10,/满五年唯一/花家地实验小学/距13号线望京西969米
望京西园一区,1室1厅,74平米,西南 , 精装,405,54582,中楼层,共18层,2001年,塔楼,2016.08.10,/满五年唯一/白家庄小学望京科技园分校/距15号线望京731米
万象新天天际高尔夫,2室2厅,113平米,南 北 , 精装,530,46828,中楼层,共19层,2009年,板塔结合,2016.08.10,/距6号线常营911米
珠江罗马嘉园西区,3室2厅,149平米,东南 西北 , 精装,845,56738,中楼层,共22层,2003年,板塔结合,2016.08.10,/满五年唯一/距6号线青年路406米
京通苑,2室1厅,80平米,东南 , 简装,315,39414,中楼层,共24层,2000年,塔楼,2016.08.10,/满五年唯一/二外附小/距八通线管庄629米
方舟苑一期,2室1厅,75平米,东 , 简装,421,56359,高楼层,共22层,1998年,塔楼,2016.08.10,/满五年唯一/花家地实验小学
芍药居5号院,2室1厅,56平米,南 北 , 简装,415,74506,低楼层,共5层,1985年,板楼,2016.08.10,/房本满两年/人大附中朝阳学校/距13号线芍药居551米
潘家园东里,2室0厅,56平米,西 , 精装,242,42992,低楼层,共6层,1991年,板楼,2016.08.10,/房本满两年/距10号线潘家园563米
北京华侨城1号院,3室2厅,144平米,西 南 , 简装,725,50516,未知楼层,共31层,2010年,板塔结合,2016.08.10,/房本满两年/距7号线欢乐谷景区330米
金地国际花园,3室2厅,187平米,西南 , 精装,1340,71547,低楼层,共33层,2003年,板塔结合,2016.08.10,/房本满两年/距1号线大望路252米
阳光空间,2室1厅,118平米,南 北 , 精装,763,64464,高楼层,共14层,2002年,板塔结合,2016.08.10,/满五年唯一/人大附中朝阳学校/距13号线芍药居663米
珠江罗马嘉园东区,2室2厅,90平米,南 , 精装,535,59663,中楼层,共17层,2008年,板塔结合,2016.08.10,/距6号线青年路153米
万象新天四区,2室1厅,91平米,南 , 精装,443.6,48672,中楼层,共20层,2005年,板塔结合,2016.08.10,/满五年唯一/距6号线常营388米
国风北京二期,2室2厅,117平米,东 西 , 精装,730,62186,中楼层,共14层,2005年,板楼,2016.08.10,/满五年唯一/望京实验学校/距14号线 东段望京南1199米
石佛营西里小区,2室1厅,91平米,西南 , 简装,415,45650,中楼层,共18层,1997年,塔楼,2016.08.10,
城锦苑,2室1厅,91平米,南 , 毛坯,425,46703,中楼层,共26层,2014年,板楼,2016.08.10,/距5号线北苑路北810米
秀水园,2室1厅,56平米,西南 , 其他,128,22935,低楼层,共16层,1989年,塔楼,2016.08.10,/距6号线金台路554米
建东苑,2室1厅,72平米,南 北 , 简装,260,36111,高楼层,共6层,2000年,板楼,2016.08.10,/满五年唯一/朝阳实验二小管庄校区/距八通线双桥690米
旭辉奥都,2室1厅,88平米,南 , 精装,323.5,36699,低楼层,共27层,2008年,板塔结合,2016.08.10,/距5号线立水桥南366米
百子湾家园一区,2室1厅,112平米,西南 北 , 精装,405,36157,高楼层,共21层,2006年,板塔结合,2016.08.10,/房本满两年/距7号线百子湾1127米
泰禾北京院子,3室2厅,160平米,南 北 , 精装,1000,62399,未知楼层,共7层,2014年,,2016.08.10,
燕翔东里,2室1厅,60平米,东 南 西 , 精装,154,25710,中楼层,共5层,1983年,板楼,2016.08.10,/房本满两年
和平街西苑,2室1厅,85平米,南 , 精装,590,69420,低楼层,共18层,1998年,塔楼,2016.08.10,/房本满两年/距5号线和平西桥421米
东柳西里,2室1厅,47平米,南 北 , 精装,174.5,36892,中楼层,共5层,1990年,板楼,2016.08.10,/朝阳实验二小双桥校区/距八通线双桥900米
定福景园,2室0厅,63平米,南 北 , 毛坯,255,40541,低楼层,共6层,2006年,板楼,2016.08.10,/满五年唯一/距6号线褡裢坡289米
光熙门北里,2室2厅,68平米,东 西 北 , 简装,385,56601,中楼层,共21层,1995年,塔楼,2016.08.10,/房本满两年
北苑家园茉藜园,2室1厅,99平米,东 南 , 精装,432,43579,低楼层,共26层,2005年,塔楼,2016.08.10,/满五年唯一/和平街一中/距13号线北苑975米
潘家园东里,3室1厅,106平米,西北 , 精装,476,44754,中楼层,共18层,1998年,塔楼,2016.08.10,/距10号线潘家园724米
晨光家园,2室2厅,81平米,西南 , 精装,385,47779,中楼层,共30层,1999年,塔楼,2016.08.10,/房本满两年/距6号线十里堡942米
上元君庭,2室2厅,85平米,南 , 精装,568,67021,高楼层,共27层,2006年,板楼,2016.08.10,/房本满两年/距5号线北苑路北708米
安贞西里,1室1厅,42平米,南 , 精装,290.5,69183,中楼层,共6层,1984年,板楼,2016.08.10,/满五年唯一/距8号线北土城370米
惠新西街33号院,1室1厅,46平米,南 , 毛坯,300,64837,中楼层,共6层,1987年,板楼,2016.08.10,/距5号线惠新西街南口169米
八里庄南里,3室1厅,62平米,东 北 , 简装,270,43838,高楼层,共18层,1989年,塔楼,2016.08.10,/房本满两年/距6号线十里堡211米
苹果社区南区,2室1厅,113平米,南 , 精装,706,62689,中楼层,共26层,2006年,板塔结合,2016.08.10,/距7号线九龙山816米
安华里二区,2室1厅,64平米,东南 , 精装,416,64737,中楼层,共6层,1990年,板楼,2016.08.10,/距8号线安华桥847米
西坝河东里,3室1厅,69平米,东 西 , 毛坯,374.3,54595,中楼层,共6层,1985年,板楼,2016.08.10,/满五年唯一/朝师附小西坝河校区/距10号线太阳宫518米
周井大院,1室1厅,42平米,南 , 精装,177,42304,中楼层,共5层,1992年,板楼,2016.08.10,/距八通线双桥769米
北沙滩8号院,3室1厅,109平米,南 北 , 精装,580,53211,高楼层,共5层,1999年,板楼,2016.08.10,/满五年唯一/距15号线北沙滩787米
远洋一方花语苑,2室2厅,90平米,南 , 精装,420,46698,高楼层,共11层,2009年,板塔结合,2016.08.10,/满五年唯一/远洋一方小学/距八通线管庄972米
工体南路,1室1厅,43平米,东北 , 精装,280,65574,高楼层,共18层,1987年,塔楼,2016.08.10,/房本满两年/距6号线东大桥385米
n次方,3室2厅,68平米,南 , 精装,215,31618,低楼层,共18层,2014年,塔楼,2016.08.10,
望京花园东区,2室2厅,103平米,西南 北 , 精装,539,52560,低楼层,共24层,2001年,塔楼,2016.08.10,/满五年唯一/首师大附属实验小学/距14号线 东段东湖渠674米
北京像素南区,2室1厅,38平米,东北 , 精装,181,47657,中楼层,共16层,2012年,板塔结合,2016.08.10,/满五年唯一/距6号线草房828米
住欣家园,2室1厅,70平米,西 , 精装,246,35391,低楼层,共16层,2010年,板塔结合,2016.08.10,/房本满两年/距6号线草房581米
北苑家园茉藜园,3室2厅,130平米,南 北 , 精装,624,47853,中楼层,共18层,2005年,板塔结合,2016.08.10,/满五年唯一/和平街一中/距5号线立水桥南859米
北京像素南区,2室1厅,56平米,东 , 精装,224,40000,低楼层,共16层,2012年,板塔结合,2016.08.10,/满五年唯一/距6号线草房271米
倚林佳园,4室2厅,181平米,南 北 , 精装,1854,102431,低楼层,共5层,2002年,,2016.08.10,/房本满两年/北师大朝阳附小/距8号线林萃桥627米
八里庄北里小区,2室1厅,62平米,南 北 , 简装,280,45506,低楼层,共6层,1994年,板楼,2016.08.10,/距6号线十里堡665米
安华西里一区,3室1厅,87平米,南 北 , 简装,602,68997,低楼层,共21层,1990年,塔楼,2016.08.10,/满五年唯一/距8号线安华桥204米
双花园西里,3室1厅,72平米,南 北 , 精装,344,47771,中楼层,共7层,1984年,板楼,2016.08.10,/满五年唯一/距7号线广渠门外761米
城市广场,2室2厅,121平米,西北 , 精装,410,33949,中楼层,共26层,1995年,塔楼,2016.08.10,/房本满两年
南太平庄北巷,1室0厅,38平米,北 , 其他,145,37899,低楼层,共6层,2003年,板楼,2016.08.10,
圣世一品,1室1厅,85平米,东 , 精装,578,68313,低楼层,共20层,2010年,塔楼,2016.08.10,/房本满两年/白家庄小学/距6号线呼家楼323米
富力阳光美园,2室1厅,89平米,南 北 , 简装,315,35393,中楼层,共31层,2011年,塔楼,2016.08.10,/房本满两年/距6号线常营540米
富华家园,1室1厅,52平米,北 , 简装,224.5,42811,高楼层,共22层,2003年,塔楼,2016.08.10,/满五年唯一/距6号线青年路869米
农光南里,2室1厅,57平米,南 北 , 精装,247,43242,高楼层,共6层,1980年,板楼,2016.08.10,/房本满两年/垂杨柳中心小学/距10号线潘家园361米
大西洋新城E区,2室2厅,78平米,东 北 , 精装,675,86053,高楼层,共26层,2010年,塔楼,2016.08.10,/房本满两年/北师大三帆学校/距15号线望京395米
美利山,3室2厅,170平米,南 北 , 精装,750,44087,低楼层,共9层,2009年,板楼,2016.08.10,/房本满两年/距7号线百子湾657米
瞰都国际,1室1厅,60平米,东 , 精装,334,55289,低楼层,共27层,2007年,塔楼,2016.08.10,/房本满两年/距14号线 东段东风北桥191米
芍药居4号院,2室1厅,78平米,西 , 简装,480,61864,中楼层,共18层,1998年,塔楼,2016.08.10,/满五年唯一/人大附中朝阳学校/距13号线芍药居546米
沿海赛洛城,2室1厅,84平米,东南 , 其他,438,52199,中楼层,共25层,2008年,塔楼,2016.08.10,/满五年唯一/距7号线百子湾624米
炫彩嘉轩,2室2厅,91平米,东 , 精装,515,56756,未知楼层,共21层,2006年,板塔结合,2016.08.10,/距15号线望京830米
丽都壹号,4室2厅,171平米,南 北 , 精装,1050,61404,高楼层,共20层,2011年,板楼,2016.08.10,
北纬40度二期,2室2厅,102平米,南 北 , 精装,680,66439,中楼层,共29层,2009年,板楼,2016.08.10,/满五年唯一/距14号线 东段来广营457米
安慧里一区,3室1厅,68平米,东南 , 简装,408,59588,低楼层,共6层,1990年,板楼,2016.08.10,/房本满两年/安慧里中心小学/距5号线惠新西街北口505米
北纬40度一期,2室2厅,98平米,南 北 , 精装,679,69053,低楼层,共29层,2008年,板塔结合,2016.08.10,/满五年唯一/距14号线 东段来广营420米
US联邦公寓,3室1厅,208平米,南 西 北 , 精装,1169,56105,中楼层,共31层,2008年,塔楼,2016.08.10,/房本满两年/距10号线亮马桥609米
南平里,3室1厅,89平米,南 北 , 简装,222,24810,高楼层,共6层,1992年,板楼,2016.08.10,/房本满两年
农光里,1室1厅,46平米,南 北 , 精装,209,45924,高楼层,共12层,1997年,板塔结合,2016.08.10,/房本满两年/距10号线劲松394米
北苑家园莲葩园,2室2厅,100平米,东南 , 精装,439,44116,高楼层,共25层,2004年,塔楼,2016.08.10,/满五年唯一/和平街一中/距5号线立水桥南596米
合生国际花园,1室1厅,65平米,东 , 精装,495,75700,高楼层,共18层,2008年,板楼,2016.08.10,/芳草地国际学校双花园校区/距10号线双井748米
都会华庭,1室1厅,71平米,南 , 其他,364,51002,低楼层,共30层,2003年,塔楼,2016.08.10,/距1号线四惠825米
梵谷水郡,1室0厅,45平米,西南 , 精装,245,55056,中楼层,共24层,2008年,塔楼,2016.08.10,/满五年唯一
华发颐园,1室0厅,65平米,西北 , 精装,279,42923,高楼层,共19层,2007年,板塔结合,2016.08.10,/满五年唯一/距5号线立水桥南171米
东湖湾二期,1室2厅,81平米,东 西 , 精装,693,85503,未知楼层,共28层,2010年,板楼,2016.08.10,/房本满两年/陈分小学部/距14号线 东段东湖渠628米
富力城D区,2室2厅,93平米,东 北 , 其他,810,86761,高楼层,共16层,2006年,塔楼,2016.08.10,/满五年唯一/芳草地国际学校双花园校区/距7号线广渠门外256米
花家地南里,2室1厅,43平米,西北 , 简装,243.5,56106,高楼层,共6层,1990年,板楼,2016.08.10,/花家地实验小学/距14号线 东段望京南986米
苹果派,2室1厅,85平米,西南 , 简装,415,49101,高楼层,共11层,2007年,板楼,2016.08.10,/满五年唯一/距6号线黄渠391米
安慧北里逸园,2室1厅,89平米,西南 , 简装,488,55104,低楼层,共26层,1999年,塔楼,2016.08.10,/满五年唯一/陈经纶中学嘉铭分校西校区/距15号线安立路372米
南平东里,2室1厅,83平米,南 北 , 简装,242,29312,低楼层,共6层,1998年,板楼,2016.08.10,/房本满两年
武圣东里,1室1厅,42平米,南 , 简装,205,48292,高楼层,共6层,1983年,板楼,2016.08.10,/房本满两年/垂杨柳中心小学/距14号线 东段北工大西门714米
太和小区,2室1厅,59平米,东 西 , 其他,315,53390,高楼层,共7层,1995年,板楼,2016.08.10,/距15号线关庄805米
望京新城,2室1厅,100平米,南 , 其他,572.5,57422,低楼层,共27层,1997年,板塔结合,2016.08.10,/白家庄小学望京校区/距15号线望京122米
安慧北里逸园,2室2厅,99平米,西南 , 精装,575,58240,中楼层,共24层,2000年,塔楼,2016.08.10,/陈经纶中学嘉铭分校西校区/距5号线大屯路东180米
10AM新坐标,1室0厅,41平米,西 , 精装,201.5,49134,中楼层,共30层,2006年,塔楼,2016.08.10,/房本满两年/距14号线 东段方庄476米
团结湖北三条,2室0厅,46平米,南 , 简装,240,52174,低楼层,共12层,1984年,板楼,2016.08.10,/房本满两年/距10号线团结湖500米
吕营嘉园,1室1厅,57平米,南 北 , 精装,195,34211,高楼层,共6层,2005年,板楼,2016.08.10,/房本满两年
北京新天地,1室2厅,62平米,北 , 简装,280,45425,中楼层,共28层,2009年,板塔结合,2016.08.10,/满五年唯一/二外附小/距八通线管庄715米
樱花园,1室1厅,40平米,南 , 精装,262.8,66532,高楼层,共6层,1986年,板楼,2016.08.10,/满五年唯一/樱花实验学校/距5号线惠新西街南口513米
柏林爱乐三期,1室1厅,41平米,东 , 精装,217,53369,低楼层,共11层,2007年,板楼,2016.08.10,/满五年唯一/距6号线黄渠688米
宝星国际二期,1室0厅,63平米,南 , 精装,420,66561,高楼层,共25层,2006年,板塔结合,2016.08.10,/房本满两年/望京实验学校/距15号线望京1187米
观音惠园,3室2厅,135平米,南 北 , 简装,410,30404,中楼层,共6层,2006年,板楼,2016.08.10,/满五年唯一
南新园,1室1厅,50平米,东 , 简装,223,44806,高楼层,共24层,1996年,塔楼,2016.08.10,/房本满两年/距14号线 东段北工大西门589米
慧忠里,1室1厅,41平米,南 北 , 精装,315,77206,高楼层,共6层,1993年,板楼,2016.08.10,/朝外小学部/距15号线安立路829米
乐成国际,2室1厅,109平米,南 , 其他,845,77247,中楼层,共17层,2006年,板塔结合,2016.08.10,/距7号线九龙山624米
朝丰家园,1室1厅,50平米,南 , 简装,206,41233,中楼层,共16层,2009年,板楼,2016.08.10,/满五年唯一
华腾园,3室2厅,138平米,东南 , 精装,805,58131,中楼层,共28层,2003年,塔楼,2016.08.10,/距10号线劲松543米
定福庄西街,2室1厅,66平米,东南 , 精装,260,39574,低楼层,共18层,1999年,塔楼,2016.08.10,/满五年唯一/传媒附小/距八通线传媒大学493米
嘉铭桐城C区,2室2厅,111平米,东 , 精装,726,65223,低楼层,共28层,2003年,塔楼,2016.08.10,/陈经纶中学嘉铭分校/距15号线关庄574米
静安东里,2室1厅,58平米,东北 , 精装,306,52895,中楼层,共18层,1987年,塔楼,2016.08.10,/房本满两年/距机场线三元桥462米
光熙门北里,1室1厅,43平米,南 , 精装,238,55131,低楼层,共21层,1990年,塔楼,2016.08.10,/满五年唯一
新荣家园,3室2厅,131平米,东南 , 简装,730,55551,低楼层,共25层,2000年,塔楼,2016.08.10,/距15号线安立路284米
通惠家园,2室1厅,87平米,南 北 , 精装,418,48318,高楼层,共6层,2003年,板楼,2016.08.10,/满五年唯一/距1号线四惠东785米
东恒时代一期,1室1厅,64平米,东北 , 精装,340,53442,高楼层,共32层,2004年,塔楼,2016.08.10,/满五年唯一/距1号线四惠160米
农光里,1室1厅,44平米,南 , 简装,218,49840,中楼层,共24层,1996年,塔楼,2016.08.10,/房本满两年/距10号线潘家园554米
天居园,1室0厅,59平米,西 , 精装,295.5,49949,低楼层,共32层,2008年,塔楼,2016.08.10,/满五年唯一/距5号线立水桥南250米
望京路3号院,2室0厅,63平米,南 北 , 简装,300,47642,低楼层,共14层,1988年,板塔结合,2016.08.10,/满五年唯一/南湖中园小学/距14号线 东段阜通91米
安慧东里,1室1厅,42平米,南 , 简装,255,60142,低楼层,共7层,1994年,板楼,2016.08.10,/满五年唯一/安慧里中心小学/距5号线惠新西街北口480米
南湖东园二区,2室1厅,68平米,南 , 简装,449,66175,高楼层,共12层,1997年,板塔结合,2016.08.10,/房本满两年/南湖东园小学/距15号线望京234米
烟厂宿舍,2室2厅,66平米,南 北 , 精装,268,40588,中楼层,共6层,1998年,板楼,2016.08.10,/朝阳实验二小管庄校区/距6号线黄渠786米
安慧北里逸园,2室1厅,94平米,东南 , 精装,490,52045,高楼层,共26层,1999年,塔楼,2016.08.10,/满五年唯一/陈经纶中学嘉铭分校西校区/距15号线安立路372米
农光南路,2室1厅,65平米,南 , 简装,289,44190,高楼层,共16层,1985年,塔楼,2016.08.10,/满五年唯一/距10号线劲松820米
双桥六号井,3室1厅,70平米,南 北 , 精装,226,32295,高楼层,共6层,1988年,板楼,2016.08.10,/满五年唯一/双桥二小
国展新座,1室0厅,26平米,东 北 , 精装,186,71511,高楼层,共18层,2003年,板塔结合,2016.08.10,/满五年唯一/朝师附小太阳宫校区/距10号线太阳宫376米
京贸国际公寓,2室1厅,115平米,西 , 简装,367,31877,低楼层,共24层,2002年,塔楼,2016.08.10,/满五年唯一/距八通线八里桥227米
慧忠里,2室1厅,58平米,南 北 , 简装,434,74251,中楼层,共5层,1993年,板楼,2016.08.10,/满五年唯一/朝外小学部/距15号线安立路667米
砖角楼南里,2室1厅,39平米,东 , 精装,150,38501,地下室,共6层,1992年,板楼,2016.08.10,/和平街中心小学/距13号线柳芳533米
青年汇佳园,2室2厅,83平米,南 , 简装,472,57177,高楼层,共14层,2006年,板楼,2016.08.10,/距6号线青年路208米
中建玲珑山,1室0厅,48平米,东南 , 精装,142.5,29688,高楼层,共9层,2013年,板塔结合,2016.08.10,/距八通线传媒大学782米
武圣西里,2室1厅,54平米,南 北 , 简装,242,45107,低楼层,共6层,1981年,板楼,2016.08.10,/房本满两年/垂杨柳中心小学/距10号线潘家园491米
富力又一城A区,4室2厅,189平米,东南 , 精装,700,37100,高楼层,共19层,2005年,塔楼,2016.08.09,/满五年唯一/芳草地学校富力分校
棕榈泉国际公寓,3室2厅,181平米,东 南 北 , 精装,1300,71732,低楼层,共30层,2004年,板塔结合,2016.08.09,/满五年唯一/距6号线金台路961米
晨曦园,2室2厅,122平米,东 , 精装,488,40155,低楼层,共28层,2000年,塔楼,2016.08.09,/满五年唯一/距6号线十里堡797米
周庄嘉园东里,1室1厅,54平米,西 北 , 精装,232,43227,低楼层,共6层,2006年,板楼,2016.08.09,/满五年唯一/距10号线十里河1175米
鼓楼外大街,2室1厅,64平米,东南 西 北 , 简装,358,55850,中楼层,共13层,1992年,板塔结合,2016.08.09,/房本满两年/距8号线北土城317米
北苑家园茉藜园,1室1厅,66平米,东南 , 精装,302,45883,低楼层,共26层,2005年,塔楼,2016.08.09,/满五年唯一/和平街一中/距13号线北苑882米
东直门外大街,1室1厅,38平米,南 , 精装,339,88720,中楼层,共14层,1990年,板塔结合,2016.08.09,/满五年唯一/西中街小学/距2号线东直门669米
通惠家园,2室1厅,75平米,南 , 精装,329,43669,高楼层,共22层,2001年,塔楼,2016.08.09,/满五年唯一/距1号线四惠东320米
和平街十三区,2室1厅,57平米,东 北 , 简装,303,53524,低楼层,共6层,1980年,板楼,2016.08.09,/满五年唯一/和平街中心小学/距13号线光熙门645米
山水文园三期,4室2厅,189平米,东南 , 精装,1115,58995,中楼层,共18层,2008年,板楼,2016.08.09,/距14号线 东段北工大西门1132米
兴隆家园,2室1厅,78平米,西南 , 精装,366,46923,中楼层,共24层,2003年,塔楼,2016.08.09,/房本满两年/距八通线高碑店834米
天之骄子,3室2厅,146平米,南 北 , 精装,860,58888,中楼层,共22层,2005年,板楼,2016.08.09,/房本满两年/距10号线双井290米
胜古南里,1室1厅,47平米,南 , 其他,283,60626,中楼层,共6层,1960年,板楼,2016.08.09,/满五年唯一/樱花实验学校/距5号线和平西桥245米
和平街十五区1号院,2室1厅,67平米,东北 , 简装,394,59053,高楼层,共18层,1997年,板塔结合,2016.08.09,/房本满两年/和平街中心小学/距13号线光熙门272米
北京像素南区,2室1厅,56平米,南 , 精装,241,43345,中楼层,共16层,2012年,板塔结合,2016.08.09,/距6号线草房516米
首城国际,4室2厅,189平米,西南 北 , 其他,1400,74219,中楼层,共28层,2010年,板楼,2016.08.09,/距10号线劲松716米
MASTER领域,1室1厅,59平米,西南 , 精装,266,45323,高楼层,共20层,2008年,塔楼,2016.08.09,/房本满两年/距13号线柳芳766米
望京西园一区,1室1厅,74平米,东 南 , 精装,425,57278,中楼层,共18层,2001年,塔楼,2016.08.09,/满五年唯一/白家庄小学望京科技园分校/距15号线望京731米
红庙北里,2室1厅,58平米,南 北 , 精装,289,49914,高楼层,共7层,1990年,板楼,2016.08.09,/满五年唯一/距6号线金台路764米
城锦苑,2室1厅,91平米,南 北 , 其他,400,43956,中楼层,共14层,2014年,板楼,2016.08.09,/距5号线北苑路北854米
禧福汇,1室1厅,45平米,西 , 精装,296.8,66309,高楼层,共20层,2010年,板塔结合,2016.08.09,/满五年唯一/距14号线 东段北工大西门1001米
东恒时代三期,2室2厅,114平米,南 北 , 毛坯,520,45614,中楼层,共12层,2006年,板楼,2016.08.09,/房本满两年/距1号线四惠691米
南湖东园二区,3室1厅,83平米,东 南 西 , 简装,430,51976,低楼层,共14层,1997年,板塔结合,2016.08.09,/满五年唯一/南湖东园小学/距15号线望京278米
富力又一城C区,1室0厅,47平米,南 , 精装,220,46809,低楼层,共18层,2010年,板楼,2016.08.09,/房本满两年/芳草地学校富力分校
中环南路11号院,1室1厅,49平米,东南 西北 , 其他,280,56634,低楼层,共6层,1997年,板楼,2016.08.09,/距14号线 东段阜通560米
红庙北里,2室1厅,60平米,西南 , 简装,310,51701,高楼层,共16层,1985年,塔楼,2016.08.09,/房本满两年/距6号线金台路157米
水碓子东路,1室1厅,49平米,南 北 , 精装,265,53622,高楼层,共6层,1993年,板楼,2016.08.09,/距6号线金台路620米
芍药居北里,3室1厅,118平米,西北 , 精装,670,56905,低楼层,共24层,2005年,塔楼,2016.08.09,/满五年唯一/人大附中朝阳学校/距13号线芍药居1081米
绿荫芳邻,2室2厅,95平米,南 , 精装,560,58885,高楼层,共12层,2001年,板楼,2016.08.09,/房本满两年/望京实验学校/距15号线望京523米
公园五号,2室1厅,89平米,南 北 , 简装,582,65393,低楼层,共7层,1999年,板楼,2016.08.09,/满五年唯一/距6号线金台路397米
青年汇佳园,1室0厅,38平米,北 , 精装,190,49621,低楼层,共20层,2006年,塔楼,2016.08.09,/房本满两年/距6号线青年路264米
和平街十五区1号院,1室1厅,45平米,南 , 简装,282.5,63128,中楼层,共18层,1992年,板塔结合,2016.08.09,/满五年唯一/和平街中心小学/距13号线光熙门336米
光辉里小区,2室1厅,64平米,南 , 精装,340,52746,中楼层,共13层,1984年,塔楼,2016.08.09,/距1号线大望路38米
南湖渠西里,2室1厅,50平米,南 北 , 精装,258,51302,低楼层,共5层,1988年,板楼,2016.08.09,/房本满两年/南湖中园小学/距13号线望京西610米
广渠门外大街路北区,2室2厅,70平米,南 北 , 精装,338,48286,低楼层,共18层,1988年,塔楼,2016.08.09,/房本满两年/距7号线广渠门外392米
花家地西里二区,2室2厅,92平米,西南 , 精装,400,43389,未知楼层,共24层,1998年,塔楼,2016.08.09,/房本满两年/花家地实验小学/距14号线 东段阜通708米
金地国际花园,3室1厅,193平米,南 北 , 精装,1500,77837,低楼层,共24层,2004年,板塔结合,2016.08.09,/距1号线大望路287米
新纪家园,3室2厅,128平米,西北 , 其他,738,57724,中楼层,共28层,2002年,塔楼,2016.08.09,/朝师附小太阳宫校区/距10号线太阳宫187米
